Date,Product_Category,Quantity,Unit_Price,Total_Revenue,Customer_Age,Payment_Method,Region
2025-01-30 04:00:00,Clothing,3,413.04,1239.12,43.0,Debit Card,South
2025-01-30 05:00:00,Electronics,300,403.94,,53.0,Cash,East
2025-01-30 06:00:00,Clothing,3,,,,Cash,West
2025-01-30 07:00:00,Electronics,8,264.88,2119.04,54.0,Credit Card,North
2025-01-30 08:00:00,Electronics,6,80.01,480.06,39.0,Debit Card,West
2025-01-30 09:00:00,Beauty,5,389.92,1949.6,59.0,PayPal,South
2025-01-30 10:00:00,Clothing,4,142.99,,,Cash,East
2025-01-30 11:00:00,Books,8,253.38,2027.04,59.0,Debit Card,South
2025-01-30 12:00:00,Electronics,8,149.29,1194.32,30.0,Debit Card,South
2025-01-30 13:00:00,Home & Kitchen,1,75.58,75.58,,Cash,South
2025-01-30 14:00:00,Books,9,318.48,2866.32,33.0,Credit Card,East
2025-01-30 15:00:00,Home & Kitchen,5,36.62,183.1,25.0,Debit Card,West
2025-01-30 16:00:00,Clothing,4,376.84,1507.36,57.0,PayPal,South
2025-01-30 17:00:00,Clothing,6,165.62,993.72,57.0,Debit Card,East
2025-01-30 18:00:00,Clothing,6,10.07,60.42,,PayPal,North
2025-01-30 19:00:00,Beauty,2,260.45,520.9,19.0,Credit Card,East
2025-01-30 20:00:00,Books,8,32.96,263.68,47.0,Credit Card,North
2025-01-30 21:00:00,Beauty,7,145.32,1017.24,47.0,PayPal,East
2025-01-30 22:00:00,Electronics,1,356.42,356.42,29.0,Cash,West
2025-01-30 23:00:00,Home & Kitchen,5,40.72,203.6,27.0,,South
2025-01-31 00:00:00,Beauty,6,421.28,2527.68,61.0,PayPal,West
2025-01-31 01:00:00,Electronics,4,11.87,47.48,28.0,Credit Card,East
2025-01-31 02:00:00,Electronics,2,130.94,261.88,32.0,Cash,South
2025-01-31 03:00:00,Home & Kitchen,4,373.04,1492.16,33.0,PayPal,North
2025-01-31 04:00:00,Home & Kitchen,1,164.97,164.97,34.0,Credit Card,East
2025-01-31 05:00:00,Books,7,59.93,419.51,43.0,Credit Card,South
2025-01-31 06:00:00,Electronics,2,186.51,373.02,19.0,Credit Card,North
2025-01-31 07:00:00,Books,2,142.49,284.98,67.0,PayPal,North
2025-01-31 08:00:00,Electronics,9,422.93,3806.37,29.0,Credit Card,West
2025-01-31 09:00:00,Electronics,5,163.54,817.7,68.0,Credit Card,East
2025-01-31 10:00:00,Electronics,2,396.58,793.16,43.0,Debit Card,North
2025-01-31 11:00:00,Books,9,447.02,4023.18,40.0,Cash,South
2025-01-31 12:00:00,Home & Kitchen,9,,2003.13,,PayPal,North
2025-01-31 13:00:00,Clothing,1,455.87,455.87,49.0,Debit Card,North
2025-01-31 14:00:00,Clothing,3,194.89,584.67,66.0,Credit Card,West
2025-01-31 15:00:00,Books,4,482.4,1929.6,55.0,PayPal,West
2025-01-31 16:00:00,Clothing,7,53.75,376.25,64.0,PayPal,South
2025-01-31 17:00:00,Books,4,346.64,1386.56,20.0,PayPal,West
2025-01-31 18:00:00,Clothing,2,251.97,503.94,,Credit Card,North
2025-01-31 19:00:00,Clothing,7,199.95,1399.65,20.0,PayPal,North
2025-01-31 20:00:00,Clothing,6,320.03,1920.18,47.0,PayPal,West
2025-01-31 21:00:00,Clothing,3,354.89,1064.67,18.0,Cash,North
2025-01-31 22:00:00,Home & Kitchen,6,12.14,72.84,47.0,Credit Card,North
2025-01-31 23:00:00,Clothing,6,,550.86,62.0,Credit Card,South
2025-02-01 00:00:00,Electronics,5,,1796.95,49.0,Credit Card,West
2025-02-01 01:00:00,Books,4,336.53,1346.12,45.0,Credit Card,North
2025-02-01 02:00:00,Clothing,1,483.36,483.36,38.0,PayPal,West
2025-02-01 03:00:00,Clothing,6,,2297.46,63.0,Credit Card,South
2025-02-01 04:00:00,Beauty,2,475.88,951.76,30.0,Cash,West
2025-02-01 05:00:00,Home & Kitchen,3,354.24,1062.72,44.0,Credit Card,North
2025-02-01 06:00:00,Electronics,8,156.05,1248.4,53.0,Credit Card,West
2025-02-01 07:00:00,Beauty,6,61.63,369.78,24.0,PayPal,North
2025-02-01 08:00:00,Home & Kitchen,3,393.09,1179.27,39.0,,North
2025-02-01 09:00:00,Clothing,7,325.63,2279.41,27.0,,North
2025-02-01 10:00:00,Electronics,4,33.61,134.44,56.0,PayPal,South
2025-02-01 11:00:00,Books,9,186.42,1677.78,32.0,Credit Card,West
2025-02-01 12:00:00,Home & Kitchen,5,478.83,2394.15,,,South
2025-02-01 13:00:00,Clothing,3,255.2,765.6,21.0,Credit Card,West
2025-02-01 14:00:00,Books,2,222.04,444.08,49.0,Credit Card,South
2025-02-01 15:00:00,Books,2,234.27,468.54,40.0,Credit Card,East
2025-02-01 16:00:00,Electronics,3,,337.05,23.0,Credit Card,North
2025-02-01 17:00:00,Clothing,2,190.67,381.34,41.0,Credit Card,North
2025-02-01 18:00:00,Electronics,4,191.21,764.84,37.0,PayPal,South
2025-02-01 19:00:00,Home & Kitchen,2,35.65,71.3,,PayPal,East
2025-02-01 20:00:00,Electronics,9,10000.0,90000.0,37.0,,North
2025-02-01 21:00:00,Home & Kitchen,2,214.09,428.18,29.0,Credit Card,West
2025-02-01 22:00:00,Books,9,412.87,3715.83,50.0,Credit Card,South
2025-02-01 23:00:00,Books,6,426.67,2560.02,45.0,Cash,North
2025-02-02 00:00:00,Clothing,1,113.88,113.88,25.0,PayPal,North
2025-02-02 01:00:00,Books,4,332.1,1328.4,18.0,Cash,South
2025-02-02 02:00:00,Electronics,1,,241.42,54.0,Credit Card,South
2025-02-02 03:00:00,Books,6,441.28,2647.68,39.0,PayPal,West
2025-02-02 04:00:00,Electronics,4,115.71,462.84,,PayPal,West
2025-02-02 05:00:00,Clothing,3,342.13,1026.39,38.0,Credit Card,North
2025-02-02 06:00:00,Books,3,307.8,923.4,49.0,,North
2025-02-02 07:00:00,Electronics,9,154.7,1392.3,52.0,,South
2025-02-02 08:00:00,Electronics,6,76.93,461.58,32.0,Credit Card,North
2025-02-02 09:00:00,Home & Kitchen,9,329.3,2963.7,22.0,,North
2025-02-02 10:00:00,Home & Kitchen,5,371.91,1859.55,63.0,Cash,South
2025-02-02 11:00:00,Home & Kitchen,2,164.66,329.32,67.0,Debit Card,North
2025-02-02 12:00:00,Home & Kitchen,8,325.97,2607.76,65.0,Credit Card,North
2025-02-02 13:00:00,Clothing,5,203.61,1018.05,23.0,Credit Card,East
2025-02-02 14:00:00,Electronics,2,359.47,718.94,42.0,Credit Card,West
2025-02-02 15:00:00,Clothing,4,107.62,430.48,63.0,PayPal,South
2025-02-02 16:00:00,Electronics,9,446.21,4015.89,57.0,Credit Card,East
2025-02-02 17:00:00,Beauty,4,150.83,,46.0,Debit Card,West
2025-02-02 18:00:00,Home & Kitchen,4,190.22,760.88,24.0,Credit Card,West
2025-02-02 19:00:00,Clothing,2,38.47,76.94,57.0,Credit Card,West
2025-02-02 20:00:00,Clothing,6,64.64,387.84,30.0,PayPal,East
2025-02-02 21:00:00,Beauty,2,262.77,525.54,55.0,Cash,East
2025-02-02 22:00:00,Electronics,7,141.12,987.84,,PayPal,West
2025-02-02 23:00:00,Home & Kitchen,3,419.39,1258.17,19.0,PayPal,North
2025-02-03 00:00:00,Clothing,3,17.2,51.6,25.0,Debit Card,North
2025-02-03 01:00:00,Home & Kitchen,5,195.76,978.8,28.0,Credit Card,East
2025-02-03 02:00:00,Electronics,3,175.3,525.9,50.0,Cash,East
2025-02-03 03:00:00,Books,2,19.47,38.94,55.0,Credit Card,East
2025-02-03 04:00:00,Beauty,9,70.94,638.46,65.0,Cash,West
2025-02-03 05:00:00,Home & Kitchen,2,212.68,425.36,44.0,PayPal,North
2025-02-03 06:00:00,Home & Kitchen,2,251.5,503.0,37.0,Credit Card,East
2025-02-03 07:00:00,Beauty,8,208.1,1664.8,29.0,Cash,East
2025-02-03 08:00:00,Home & Kitchen,9,270.16,2431.44,60.0,Credit Card,South
2025-02-03 09:00:00,Electronics,7,301.61,2111.27,48.0,Credit Card,West
2025-02-03 10:00:00,Home & Kitchen,3,14.86,44.58,44.0,PayPal,South
2025-02-03 11:00:00,Home & Kitchen,9,237.41,2136.69,49.0,,North
2025-02-03 12:00:00,Clothing,3,482.11,1446.33,27.0,PayPal,South
2025-02-03 13:00:00,Home & Kitchen,5,264.33,1321.65,20.0,Credit Card,South
2025-02-03 14:00:00,Beauty,9,342.0,3078.0,62.0,Credit Card,South
2025-02-03 15:00:00,Beauty,3,162.81,488.43,44.0,Credit Card,West
2025-02-03 16:00:00,Clothing,7,389.26,2724.82,52.0,Credit Card,North
2025-02-03 17:00:00,Electronics,1,388.73,388.73,48.0,PayPal,South
2025-02-03 18:00:00,Beauty,4,265.44,1061.76,32.0,,West
2025-02-03 19:00:00,Books,4,488.25,1953.0,33.0,Debit Card,North
2025-02-03 20:00:00,Electronics,7,71.52,500.64,30.0,Cash,East
2025-02-03 21:00:00,Beauty,8,18.3,146.4,,Credit Card,South
2025-02-03 22:00:00,Books,1,387.38,387.38,52.0,PayPal,North
2025-02-03 23:00:00,Clothing,5,405.51,,69.0,Credit Card,South
2025-02-04 00:00:00,Home & Kitchen,7,68.9,482.3,28.0,Credit Card,East
2025-02-04 01:00:00,Clothing,4,140.14,560.56,38.0,PayPal,North
2025-02-04 02:00:00,Electronics,4,18.6,74.4,68.0,Credit Card,West
2025-02-04 03:00:00,Clothing,4,153.72,614.88,28.0,Credit Card,North
2025-02-04 04:00:00,Books,6,388.84,2333.04,47.0,Debit Card,West
2025-02-04 05:00:00,Electronics,7,263.8,1846.6,65.0,PayPal,North
2025-02-04 06:00:00,Clothing,2,180.57,361.14,52.0,PayPal,West
2025-02-04 07:00:00,Clothing,5,192.15,960.75,39.0,Credit Card,East
2025-02-04 08:00:00,Clothing,4,10.66,42.64,55.0,Credit Card,East
2025-02-04 09:00:00,Beauty,3,156.9,470.7,48.0,,East
2025-02-04 10:00:00,Clothing,7,326.76,2287.32,31.0,Credit Card,North
2025-02-04 11:00:00,Clothing,6,487.36,2924.16,41.0,,East
2025-02-04 12:00:00,Home & Kitchen,7,425.06,2975.42,67.0,Credit Card,South
2025-02-04 13:00:00,Clothing,5,21.56,107.8,66.0,PayPal,East
2025-02-04 14:00:00,Electronics,6,450.29,2701.74,49.0,,West
2025-02-04 15:00:00,Clothing,5,393.77,1968.85,53.0,Cash,West
2025-02-04 16:00:00,Electronics,7,392.38,2746.66,49.0,Cash,West
2025-02-04 17:00:00,Electronics,2,234.42,468.84,32.0,Cash,North
2025-02-04 18:00:00,Clothing,5,205.02,1025.1,,Credit Card,South
2025-02-04 19:00:00,Clothing,6,158.43,,52.0,Cash,East
2025-02-04 20:00:00,Beauty,150,42.19,253.14,20.0,PayPal,South
2025-02-04 21:00:00,Clothing,5,121.84,609.2,33.0,Credit Card,South
2025-02-04 22:00:00,Home & Kitchen,7,130.84,915.88,,PayPal,West
2025-02-04 23:00:00,Home & Kitchen,8,247.2,1977.6,38.0,Credit Card,West
2025-02-05 00:00:00,Electronics,7,376.25,2633.75,27.0,Credit Card,West
2025-02-05 01:00:00,Home & Kitchen,5,242.17,1210.85,36.0,,North
2025-02-05 02:00:00,Electronics,1,38.34,38.34,42.0,Credit Card,South
2025-02-05 03:00:00,Beauty,5,479.32,2396.6,21.0,PayPal,South
2025-02-05 04:00:00,Electronics,2,471.93,943.86,46.0,Credit Card,North
2025-02-05 05:00:00,Clothing,5,394.74,1973.7,36.0,Cash,North
2025-02-05 06:00:00,Electronics,5,495.75,2478.75,60.0,Debit Card,North
2025-02-05 07:00:00,Beauty,2,276.8,553.6,19.0,Cash,South
2025-02-05 08:00:00,Clothing,5,481.76,2408.8,27.0,Credit Card,South
2025-02-05 09:00:00,Home & Kitchen,4,47.05,188.2,,Credit Card,West
2025-02-05 10:00:00,Electronics,1,189.18,189.18,42.0,PayPal,West
2025-02-05 11:00:00,Home & Kitchen,3,120.44,361.32,37.0,Credit Card,South
2025-02-05 12:00:00,Electronics,1,105.96,105.96,65.0,Credit Card,West
2025-02-05 13:00:00,Books,5,78.99,394.95,36.0,PayPal,North
2025-02-05 14:00:00,Electronics,4,314.98,1259.92,40.0,PayPal,East
2025-02-05 15:00:00,Electronics,7,392.85,2749.95,,Debit Card,West
2025-02-05 16:00:00,Electronics,5,293.37,1466.85,28.0,Credit Card,South
2025-02-05 17:00:00,Clothing,4,82.01,328.04,63.0,Credit Card,West
2025-02-05 18:00:00,Home & Kitchen,2,407.45,814.9,51.0,Credit Card,West
2025-02-05 19:00:00,Electronics,4,321.62,1286.48,45.0,Debit Card,West
2025-02-05 20:00:00,Books,2,200.2,400.4,22.0,Cash,East
2025-02-05 21:00:00,Clothing,8,340.32,2722.56,22.0,Cash,North
2025-02-05 22:00:00,Clothing,3,137.35,412.05,68.0,Debit Card,South
2025-02-05 23:00:00,Clothing,9,179.14,1612.26,38.0,PayPal,East
2025-02-06 00:00:00,Clothing,4,459.57,1838.28,29.0,PayPal,South
2025-02-06 01:00:00,Home & Kitchen,6,152.35,914.1,67.0,Credit Card,South
2025-02-06 02:00:00,Electronics,5,240.29,1201.45,21.0,PayPal,South
2025-02-06 03:00:00,Electronics,1,446.17,446.17,66.0,PayPal,East
2025-02-06 04:00:00,Books,9,356.78,3211.02,59.0,PayPal,North
2025-02-06 05:00:00,Beauty,1,40.48,40.48,37.0,Debit Card,South
2025-02-06 06:00:00,Clothing,8,82.18,657.44,55.0,Debit Card,North
2025-02-06 07:00:00,Electronics,9,13.84,124.56,42.0,Cash,North
2025-02-06 08:00:00,Home & Kitchen,9,319.15,2872.35,31.0,Cash,West
2025-02-06 09:00:00,Clothing,1,229.36,229.36,28.0,PayPal,East
2025-02-06 10:00:00,Electronics,2,75.79,151.58,,Credit Card,East
2025-02-06 11:00:00,Electronics,1,479.39,479.39,28.0,Credit Card,West
2025-02-06 12:00:00,Home & Kitchen,2,,539.06,35.0,PayPal,West
2025-02-06 13:00:00,Home & Kitchen,8,128.53,1028.24,44.0,Cash,North
2025-02-06 14:00:00,Electronics,5,255.3,1276.5,35.0,Credit Card,South
2025-02-06 15:00:00,Electronics,7,343.01,2401.07,40.0,Debit Card,East
2025-02-06 16:00:00,Electronics,2,47.36,94.72,28.0,Credit Card,South
2025-02-06 17:00:00,Home & Kitchen,8,144.6,1156.8,38.0,Credit Card,South
2025-02-06 18:00:00,Electronics,6,405.41,2432.46,61.0,PayPal,West
2025-02-06 19:00:00,Electronics,8,235.24,1881.92,22.0,Credit Card,South
2025-02-06 20:00:00,Books,1,277.82,277.82,40.0,Credit Card,North
2025-02-06 21:00:00,Electronics,1,,222.08,58.0,Credit Card,West
2025-02-06 22:00:00,Home & Kitchen,7,31.51,220.57,42.0,Cash,South
2025-02-06 23:00:00,Electronics,8,91.22,729.76,58.0,PayPal,West
2025-02-07 00:00:00,Electronics,3,228.32,684.96,27.0,PayPal,North
2025-02-07 01:00:00,Electronics,5,112.5,562.5,39.0,PayPal,North
2025-02-07 02:00:00,Home & Kitchen,1,34.49,34.49,36.0,Credit Card,South
2025-02-07 03:00:00,Books,7,423.39,2963.73,18.0,Debit Card,West
2025-02-07 04:00:00,Books,5,490.78,2453.9,24.0,Credit Card,South
2025-02-07 05:00:00,Clothing,8,398.64,3189.12,21.0,Debit Card,South
2025-02-07 06:00:00,Home & Kitchen,8,428.35,3426.8,18.0,PayPal,West
2025-02-07 07:00:00,Electronics,9,128.57,1157.13,32.0,Debit Card,South
2025-02-07 08:00:00,Electronics,7,480.71,3364.97,57.0,Credit Card,North
2025-02-07 09:00:00,Books,1,106.49,106.49,29.0,PayPal,West
2025-02-07 10:00:00,Electronics,3,476.2,1428.6,39.0,Credit Card,West
2025-02-07 11:00:00,Electronics,8,497.46,3979.68,39.0,Credit Card,West
2025-02-07 12:00:00,Electronics,3,358.74,1076.22,67.0,PayPal,West
2025-02-07 13:00:00,Electronics,8,490.76,3926.08,64.0,Credit Card,South
2025-02-07 14:00:00,Electronics,1,289.07,289.07,34.0,PayPal,South
2025-02-07 15:00:00,Home & Kitchen,5,137.18,685.9,46.0,,North
2025-02-07 16:00:00,Clothing,4,224.13,896.52,63.0,Credit Card,East
2025-02-07 17:00:00,Books,5,300.84,1504.2,31.0,Cash,East
2025-02-07 18:00:00,Books,8,45.81,366.48,67.0,,North
2025-02-07 19:00:00,Clothing,4,314.95,1259.8,37.0,,East
2025-02-07 20:00:00,Electronics,4,490.78,1963.12,67.0,PayPal,North
2025-02-07 21:00:00,Clothing,3,103.15,309.45,65.0,Cash,South
2025-02-07 22:00:00,Home & Kitchen,7,398.37,2788.59,50.0,Credit Card,West
2025-02-07 23:00:00,Electronics,3,454.87,,60.0,PayPal,West
2025-02-08 00:00:00,Home & Kitchen,3,472.41,1417.23,32.0,Debit Card,South
2025-02-08 01:00:00,Clothing,5,480.47,2402.35,29.0,Cash,West
2025-02-08 02:00:00,Home & Kitchen,5,265.52,1327.6,57.0,PayPal,West
2025-02-08 03:00:00,Clothing,6,,2933.28,37.0,PayPal,East
2025-02-08 04:00:00,Electronics,8,381.08,3048.64,47.0,Cash,South
2025-02-08 05:00:00,Beauty,6,89.22,535.32,55.0,PayPal,East
2025-02-08 06:00:00,Books,1,,243.68,20.0,Credit Card,East
2025-02-08 07:00:00,Electronics,8,361.98,2895.84,45.0,Credit Card,West
2025-02-08 08:00:00,Books,8,131.2,1049.6,43.0,Cash,West
2025-02-08 09:00:00,Clothing,9,323.9,2915.1,,Credit Card,South
2025-02-08 10:00:00,Books,9,336.63,3029.67,30.0,Cash,West
2025-02-08 11:00:00,Books,2,,179.44,30.0,Credit Card,West
2025-02-08 12:00:00,Clothing,2,286.89,573.78,19.0,PayPal,South
2025-02-08 13:00:00,Electronics,3,388.1,1164.3,54.0,,West
2025-02-08 14:00:00,Electronics,1,254.46,254.46,66.0,Credit Card,East
2025-02-08 15:00:00,Clothing,4,15.93,,55.0,Debit Card,South
2025-02-08 16:00:00,Home & Kitchen,4,14.43,57.72,19.0,Cash,West
2025-02-08 17:00:00,Electronics,9,184.94,1664.46,53.0,PayPal,North
2025-02-08 18:00:00,Electronics,9,463.84,4174.56,43.0,PayPal,South
2025-02-08 19:00:00,Books,9,122.05,,28.0,PayPal,South
2025-02-08 20:00:00,Beauty,7,320.84,2245.88,25.0,PayPal,North
2025-02-08 21:00:00,Clothing,2,118.82,237.64,,PayPal,West
2025-02-08 22:00:00,Electronics,5,167.62,838.1,57.0,Credit Card,West
2025-02-08 23:00:00,Electronics,4,425.54,1702.16,60.0,PayPal,South
2025-02-09 00:00:00,Electronics,8,367.14,2937.12,39.0,Cash,South
2025-02-09 01:00:00,Beauty,2,56.75,113.5,37.0,Debit Card,West
2025-02-09 02:00:00,Electronics,6,220.06,1320.36,25.0,Credit Card,West
2025-02-09 03:00:00,Home & Kitchen,5,24.29,121.45,46.0,Cash,East
2025-02-09 04:00:00,Electronics,2,245.64,491.28,57.0,,South
2025-02-09 05:00:00,Home & Kitchen,1,334.59,334.59,43.0,PayPal,South
2025-02-09 06:00:00,Home & Kitchen,8,68.07,544.56,47.0,Credit Card,North
2025-02-09 07:00:00,Books,2,151.55,303.1,34.0,PayPal,East
2025-02-09 08:00:00,Electronics,7,204.94,1434.58,37.0,Credit Card,West
2025-02-09 09:00:00,Electronics,9,460.57,4145.13,69.0,Credit Card,East
2025-02-09 10:00:00,Electronics,9,,4470.21,33.0,Cash,West
2025-02-09 11:00:00,Beauty,8,32.01,256.08,63.0,Cash,West
2025-02-09 12:00:00,Books,9,382.89,3446.01,60.0,PayPal,East
2025-02-09 13:00:00,Home & Kitchen,2,192.14,384.28,24.0,Debit Card,South
2025-02-09 14:00:00,Home & Kitchen,6,202.3,1213.8,33.0,Credit Card,West
2025-02-09 15:00:00,Home & Kitchen,4,379.59,1518.36,62.0,Credit Card,East
2025-02-09 16:00:00,Electronics,4,460.03,,64.0,PayPal,North
2025-02-09 17:00:00,Beauty,5,475.96,2379.8,65.0,Credit Card,East
2025-02-09 18:00:00,Clothing,3,,878.37,44.0,Credit Card,North
2025-02-09 19:00:00,Clothing,1,184.99,184.99,40.0,Credit Card,West
2025-02-09 20:00:00,Clothing,8,395.9,3167.2,41.0,Credit Card,East
2025-02-09 21:00:00,Electronics,5,132.99,664.95,26.0,Cash,East
2025-02-09 22:00:00,Electronics,3,286.4,859.2,52.0,Credit Card,North
2025-02-09 23:00:00,Home & Kitchen,7,185.7,1299.9,68.0,PayPal,East
2025-02-10 00:00:00,Electronics,7,331.75,2322.25,37.0,Credit Card,East
2025-02-10 01:00:00,Home & Kitchen,1,127.8,127.8,54.0,PayPal,West
2025-02-10 02:00:00,Electronics,9,103.88,934.92,59.0,Credit Card,East
2025-02-10 03:00:00,Clothing,2,459.94,919.88,34.0,Cash,South
2025-02-10 04:00:00,Electronics,5,59.88,299.4,64.0,PayPal,North
2025-02-10 05:00:00,Clothing,5,257.92,1289.6,48.0,Credit Card,East
2025-02-10 06:00:00,Home & Kitchen,8,118.22,945.76,25.0,PayPal,North
2025-02-10 07:00:00,Electronics,8,29.08,232.64,32.0,Credit Card,North
2025-02-10 08:00:00,Home & Kitchen,7,27.65,193.55,48.0,PayPal,North
2025-02-10 09:00:00,Clothing,7,,671.02,47.0,Credit Card,East
2025-02-10 10:00:00,Home & Kitchen,6,434.72,2608.32,63.0,Debit Card,East
2025-02-10 11:00:00,Beauty,6,148.41,,37.0,Credit Card,North
2025-02-10 12:00:00,Home & Kitchen,9,475.72,4281.48,56.0,PayPal,South
2025-02-10 13:00:00,Electronics,6,294.99,1769.94,29.0,Credit Card,North
2025-02-10 14:00:00,Electronics,2,223.94,447.88,66.0,Credit Card,South
2025-02-10 15:00:00,Electronics,2,294.24,588.48,34.0,PayPal,North
2025-02-10 16:00:00,Home & Kitchen,5,263.18,1315.9,59.0,Debit Card,West
2025-02-10 17:00:00,Electronics,4,,1527.2,47.0,Credit Card,North
2025-02-10 18:00:00,Clothing,2,148.42,296.84,46.0,Credit Card,North
2025-02-10 19:00:00,Home & Kitchen,3,182.99,548.97,36.0,Credit Card,East
2025-02-10 20:00:00,Clothing,7,448.11,3136.77,63.0,Credit Card,South
2025-02-10 21:00:00,Books,8,473.76,3790.08,28.0,Credit Card,West
2025-02-10 22:00:00,Electronics,6,447.35,2684.1,51.0,PayPal,South
2025-02-10 23:00:00,Electronics,5,215.53,1077.65,67.0,Credit Card,West
2025-02-11 00:00:00,Home & Kitchen,1,392.38,392.38,24.0,Credit Card,North
2025-02-11 01:00:00,Clothing,8,243.4,1947.2,61.0,Cash,East
2025-02-11 02:00:00,Home & Kitchen,3,253.79,761.37,51.0,Credit Card,East
2025-02-11 03:00:00,Clothing,6,110.29,661.74,37.0,Credit Card,South
2025-02-11 04:00:00,Electronics,3,299.65,898.95,67.0,Credit Card,East
2025-02-11 05:00:00,Books,7,,708.47,55.0,PayPal,South
2025-02-11 06:00:00,Books,7,172.47,1207.29,41.0,Credit Card,South
2025-02-11 07:00:00,Home & Kitchen,9,428.96,3860.64,27.0,PayPal,West
2025-02-11 08:00:00,Electronics,5,111.47,557.35,49.0,Credit Card,South
2025-02-11 09:00:00,Home & Kitchen,8,44.87,358.96,69.0,PayPal,West
2025-02-11 10:00:00,Clothing,8,43.81,350.48,32.0,Credit Card,East
2025-02-11 11:00:00,Electronics,1,470.98,470.98,54.0,PayPal,South
2025-02-11 12:00:00,Beauty,5,258.39,1291.95,37.0,Cash,South
2025-02-11 13:00:00,Electronics,3,,631.83,20.0,PayPal,North
2025-02-11 14:00:00,Beauty,1,407.33,407.33,54.0,,South
2025-02-11 15:00:00,Clothing,4,419.55,1678.2,57.0,Credit Card,South
